Time	Iteration	Loss	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.5955567359924316	0	-0.012154155	9.0	2.0	11.0	7.0	9.0	2.0	18	18
0.624845027923584	1	-0.075626045	8.0	2.0	10.0	6.0	8.0	2.0	16	34
0.6300551891326904	2	-0.6269912	5.5	2.5	8.0	3.0	5.5	2.5	11	45
0.6376686096191406	3	-0.19528078	11.0	6.0	17.0	5.0	11.0	6.0	22	67
0.6430537700653076	4	0.008138033	13.0	0.0	13.0	13.0	13.0	0.0	13	80
0.6503634452819824	5	-0.082308814	23.0	0.0	23.0	23.0	23.0	0.0	23	103
0.6656312942504883	6	-0.0094393445	28.0	22.0	50.0	6.0	28.0	22.0	56	159
0.6761362552642822	7	-0.103380166	35.0	0.0	35.0	35.0	35.0	0.0	35	194
0.683354377746582	8	0.124873914	10.5	3.5	14.0	7.0	10.5	3.5	21	215
0.6919913291931152	9	0.105151586	28.0	0.0	28.0	28.0	28.0	0.0	28	243
0.699303150177002	10	0.1277109	21.0	0.0	21.0	21.0	21.0	0.0	21	264
0.7062089443206787	11	0.14894801	11.0	4.0	15.0	7.0	11.0	4.0	22	286
0.71435546875	12	-0.20432372	12.5	2.5	15.0	10.0	12.5	2.5	25	311
0.7211856842041016	13	-0.011233354	20.0	0.0	20.0	20.0	20.0	0.0	20	331
0.7274823188781738	14	0.07295152	18.0	0.0	18.0	18.0	18.0	0.0	18	349
0.7329950332641602	15	-0.12527098	15.0	0.0	15.0	15.0	15.0	0.0	15	364
0.7398617267608643	16	0.14576945	20.0	0.0	20.0	20.0	20.0	0.0	20	384
0.7523312568664551	17	-0.25390428	21.0	12.0	33.0	9.0	21.0	12.0	42	426
0.7612686157226562	18	-0.04132899	14.5	5.5	20.0	9.0	14.5	5.5	29	455
0.7777605056762695	19	0.05289546	67.0	0.0	67.0	67.0	67.0	0.0	67	522
0.7935302257537842	20	0.010784364	62.0	0.0	62.0	62.0	62.0	0.0	62	584
0.8125357627868652	21	-0.062725335	78.0	0.0	78.0	78.0	78.0	0.0	78	662
0.8308539390563965	22	-0.051460713	83.0	0.0	83.0	83.0	83.0	0.0	83	745
0.8486335277557373	23	0.005466207	75.0	0.0	75.0	75.0	75.0	0.0	75	820
0.8669414520263672	24	0.07697552	71.0	0.0	71.0	71.0	71.0	0.0	71	891
0.8821492195129395	25	-0.14027311	60.0	0.0	60.0	60.0	60.0	0.0	60	951
0.8973133563995361	26	-0.021088697	59.0	0.0	59.0	59.0	59.0	0.0	59	1010
0.9168481826782227	27	0.1008378	82.0	0.0	82.0	82.0	82.0	0.0	82	1092
0.9290962219238281	28	-0.052452832	46.0	0.0	46.0	46.0	46.0	0.0	46	1138
0.9341335296630859	29	0.18050885	12.0	0.0	12.0	12.0	12.0	0.0	12	1150
0.9448518753051758	30	-0.016457388	40.0	0.0	40.0	40.0	40.0	0.0	40	1190
0.9514820575714111	31	-0.1820102	21.0	0.0	21.0	21.0	21.0	0.0	21	1211
0.9621906280517578	32	0.037585232	38.0	0.0	38.0	38.0	38.0	0.0	38	1249
0.9734680652618408	33	-0.12568438	42.0	0.0	42.0	42.0	42.0	0.0	42	1291
0.9866230487823486	34	-0.05633816	51.0	0.0	51.0	51.0	51.0	0.0	51	1342
0.9981558322906494	35	-0.06156272	50.0	0.0	50.0	50.0	50.0	0.0	50	1392
1.01200532913208	36	-0.07415502	58.0	0.0	58.0	58.0	58.0	0.0	58	1450
1.0286550521850586	37	-0.14397843	64.0	0.0	64.0	64.0	64.0	0.0	64	1514
1.046137809753418	38	-0.032237325	37.0	30.0	67.0	7.0	37.0	30.0	74	1588
1.063260555267334	39	0.09534073	70.0	0.0	70.0	70.0	70.0	0.0	70	1658
1.0783360004425049	40	-0.037037138	67.0	0.0	67.0	67.0	67.0	0.0	67	1725
1.0905284881591797	41	-0.21713501	46.0	0.0	46.0	46.0	46.0	0.0	46	1771
1.1019785404205322	42	-0.088540964	48.0	0.0	48.0	48.0	48.0	0.0	48	1819
1.112837314605713	43	-0.15542412	13.666667	12.256517	31.0	5.0	13.666666666666666	12.256517540566826	41	1860
1.12785005569458	44	0.022703864	62.0	0.0	62.0	62.0	62.0	0.0	62	1922
1.1441023349761963	45	0.055495586	65.0	0.0	65.0	65.0	65.0	0.0	65	1987
1.1609671115875244	46	0.00029104407	66.0	0.0	66.0	66.0	66.0	0.0	66	2053
1.1658117771148682	47	-0.46977627	11.0	0.0	11.0	11.0	11.0	0.0	11	2064
1.180558443069458	48	0.054052867	57.0	0.0	57.0	57.0	57.0	0.0	57	2121
1.1946618556976318	49	0.044256087	54.0	0.0	54.0	54.0	54.0	0.0	54	2175
1.2104125022888184	50	-0.03119608	57.0	0.0	57.0	57.0	57.0	0.0	57	2232
1.2245373725891113	51	0.04238805	53.0	0.0	53.0	53.0	53.0	0.0	53	2285
1.238795280456543	52	0.08204379	58.0	0.0	58.0	58.0	58.0	0.0	58	2343
1.2544198036193848	53	0.04399423	64.0	0.0	64.0	64.0	64.0	0.0	64	2407
1.2692513465881348	54	-0.012952007	58.0	0.0	58.0	58.0	58.0	0.0	58	2465
1.2846670150756836	55	-0.06090516	61.0	0.0	61.0	61.0	61.0	0.0	61	2526
1.2988364696502686	56	-0.105224095	56.0	0.0	56.0	56.0	56.0	0.0	56	2582
1.3140795230865479	57	0.07174967	63.0	0.0	63.0	63.0	63.0	0.0	63	2645
1.3340790271759033	58	-0.05585631	82.0	0.0	82.0	82.0	82.0	0.0	82	2727
1.3492608070373535	59	-0.14367397	61.0	0.0	61.0	61.0	61.0	0.0	61	2788
1.365854024887085	60	-0.053078525	68.0	0.0	68.0	68.0	68.0	0.0	68	2856
1.384204387664795	61	0.09664876	75.0	0.0	75.0	75.0	75.0	0.0	75	2931
1.4033057689666748	62	-0.057955895	81.0	0.0	81.0	81.0	81.0	0.0	81	3012
1.42042875289917	63	0.1138988	79.0	0.0	79.0	79.0	79.0	0.0	79	3091
1.4401202201843262	64	-0.02136334	94.0	0.0	94.0	94.0	94.0	0.0	94	3185
1.4636688232421875	65	-0.008971013	114.0	0.0	114.0	114.0	114.0	0.0	114	3299
1.4818699359893799	66	-0.025675949	76.0	0.0	76.0	76.0	76.0	0.0	76	3375
1.4992811679840088	67	0.07726308	72.0	0.0	72.0	72.0	72.0	0.0	72	3447
1.5165433883666992	68	0.038393635	76.0	0.0	76.0	76.0	76.0	0.0	76	3523
1.5302324295043945	69	-0.04200735	58.0	0.0	58.0	58.0	58.0	0.0	58	3581
1.547738790512085	70	0.058676098	75.0	0.0	75.0	75.0	75.0	0.0	75	3656
1.5641732215881348	71	-0.034034472	67.0	0.0	67.0	67.0	67.0	0.0	67	3723
1.5767786502838135	72	0.0049520857	47.0	0.0	47.0	47.0	47.0	0.0	47	3770
1.5912508964538574	73	-0.056913074	57.0	0.0	57.0	57.0	57.0	0.0	57	3827
1.6021530628204346	74	0.20419902	41.0	0.0	41.0	41.0	41.0	0.0	41	3868
1.6072139739990234	75	0.13726147	14.0	0.0	14.0	14.0	14.0	0.0	14	3882
1.611879587173462	76	0.41951093	11.0	0.0	11.0	11.0	11.0	0.0	11	3893
1.6226704120635986	77	0.0128336195	39.0	0.0	39.0	39.0	39.0	0.0	39	3932
1.633019208908081	78	-0.010568472	39.0	0.0	39.0	39.0	39.0	0.0	39	3971
1.6395595073699951	79	0.03367444	19.0	0.0	19.0	19.0	19.0	0.0	19	3990
1.6515700817108154	80	0.061341032	45.0	0.0	45.0	45.0	45.0	0.0	45	4035
1.6620144844055176	81	-0.08408419	39.0	0.0	39.0	39.0	39.0	0.0	39	4074
1.6751694679260254	82	0.022011261	50.0	0.0	50.0	50.0	50.0	0.0	50	4124
1.6878631114959717	83	-0.14705788	54.0	0.0	54.0	54.0	54.0	0.0	54	4178
1.701690912246704	84	-0.02981205	49.0	0.0	49.0	49.0	49.0	0.0	49	4227
1.7173163890838623	85	-0.06914472	63.0	0.0	63.0	63.0	63.0	0.0	63	4290
1.7328970432281494	86	-0.07483619	63.0	0.0	63.0	63.0	63.0	0.0	63	4353
1.7539913654327393	87	0.0803362	92.0	0.0	92.0	92.0	92.0	0.0	92	4445
1.7947442531585693	88	-0.008940381	192.0	0.0	192.0	192.0	192.0	0.0	192	4637
1.8195438385009766	89	0.023851683	106.0	0.0	106.0	106.0	106.0	0.0	106	4743
1.854522705078125	90	0.012918828	169.0	0.0	169.0	169.0	169.0	0.0	169	4912
1.8795065879821777	91	0.025388593	115.0	0.0	115.0	115.0	115.0	0.0	115	5027
1.9054005146026611	92	0.0655502	112.0	0.0	112.0	112.0	112.0	0.0	112	5139
1.9360454082489014	93	0.03418072	133.0	0.0	133.0	133.0	133.0	0.0	133	5272
1.957953691482544	94	-0.013988802	90.0	0.0	90.0	90.0	90.0	0.0	90	5362
1.9783785343170166	95	-0.09493177	88.0	0.0	88.0	88.0	88.0	0.0	88	5450
1.997408151626587	96	0.0797946	82.0	0.0	82.0	82.0	82.0	0.0	82	5532
2.022291421890259	97	0.060567603	105.0	0.0	105.0	105.0	105.0	0.0	105	5637
2.0458896160125732	98	0.0756981	114.0	0.0	114.0	114.0	114.0	0.0	114	5751
2.072577714920044	99	-0.08576616	119.0	0.0	119.0	119.0	119.0	0.0	119	5870
