Time	Iteration	Loss	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.7981338500976562	0	-0.13899444	4.048	2.1179461	12.0	2.0	4.048	2.117946174953462	1012	1012
1.0985028743743896	1	-0.12967564	4.1924686	2.412612	16.0	2.0	4.192468619246862	2.4126119489837703	1002	2014
1.3628172874450684	2	-0.0982292	4.9365854	2.9600391	17.0	2.0	4.9365853658536585	2.960039229927987	1012	3026
1.6363003253936768	3	-0.13745041	4.8405795	2.8773134	18.0	2.0	4.840579710144928	2.8773135034732453	1002	4028
1.9055254459381104	4	-0.14931361	5.005	3.083014	21.0	2.0	5.005	3.08301394742223	1001	5029
2.160426378250122	5	-0.12851524	6.308176	4.5238013	31.0	2.0	6.3081761006289305	4.523801047645011	1003	6032
2.4108619689941406	6	-0.1580949	6.3757963	3.8364894	19.0	2.0	6.375796178343949	3.836489260223082	1001	7033
2.6684837341308594	7	-0.12687498	7.0704226	5.3519087	31.0	2.0	7.070422535211268	5.351908817466725	1004	8037
2.9198479652404785	8	-0.1352469	8.243902	5.5792027	26.0	2.0	8.24390243902439	5.579202762954278	1014	9051
3.154597043991089	9	-0.10626264	9.411215	6.4241853	27.0	2.0	9.411214953271028	6.424185131100669	1007	10058
3.4049487113952637	10	-0.13884865	9.457944	6.0190983	28.0	2.0	9.457943925233645	6.0190979139560605	1012	11070
3.6424551010131836	11	-0.123996004	10.371134	7.5958743	40.0	2.0	10.371134020618557	7.595874609624046	1006	12076
3.881179094314575	12	-0.15493217	10.111111	7.5369644	52.0	2.0	10.11111111111111	7.536964650253408	1001	13077
4.115272760391235	13	-0.11014187	12.207317	7.706092	42.0	2.0	12.207317073170731	7.7060916747378885	1001	14078
4.349986553192139	14	-0.11531424	15.446154	8.826587	37.0	2.0	15.446153846153846	8.826587055779513	1004	15082
4.584133625030518	15	-0.08796018	15.272727	9.840463	42.0	3.0	15.272727272727273	9.840462933409265	1008	16090
4.817614793777466	16	-0.101257086	17.101694	10.871662	49.0	4.0	17.10169491525424	10.871662613175591	1009	17099
5.0499162673950195	17	-0.09346927	16.467741	8.518893	43.0	2.0	16.467741935483872	8.51889312425241	1021	18120
5.285731554031372	18	-0.07606782	14.4	6.4860287	37.0	5.0	14.4	6.486028941391753	1008	19128
5.52344274520874	19	-0.037603848	13.594595	5.9113245	33.0	3.0	13.594594594594595	5.911324264949115	1006	20134
5.759238958358765	20	-0.04297872	13.944445	6.204588	32.0	4.0	13.944444444444445	6.204588107219279	1004	21138
5.997538328170776	21	-0.079638965	13.48	5.4045906	26.0	3.0	13.48	5.404590641297451	1011	22149
6.230018138885498	22	-0.020796062	14.3714285	6.4168787	29.0	5.0	14.371428571428572	6.416878254308106	1006	23155
6.469334602355957	23	-0.053556077	16.258064	7.7790775	42.0	4.0	16.258064516129032	7.779077571717961	1008	24163
6.701393365859985	24	-0.05641952	15.84375	8.559021	52.0	3.0	15.84375	8.559020734727776	1014	25177
6.935615301132202	25	-0.042217456	17.631578	9.297484	44.0	3.0	17.63157894736842	9.297484245557984	1005	26182
7.167759895324707	26	-0.02265218	18.592592	9.721147	49.0	5.0	18.59259259259259	9.721146324948322	1004	27186
7.413559436798096	27	-0.043888163	20.529411	12.896805	58.0	5.0	20.529411764705884	12.896804500365425	1047	28233
7.647716283798218	28	-0.033137523	20.714285	9.644709	45.0	5.0	20.714285714285715	9.644708816924712	1015	29248
