Time	Iteration	Loss	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.5151510238647461	0	-0.50160384	2.4	0.8	4.0	2.0	2.4	0.8000000000000002	12	12
0.5431556701660156	1	-0.14354643	3.25	0.4330127	4.0	3.0	3.25	0.4330127018922193	13	25
0.5485796928405762	2	0.07612324	2.75	1.299038	5.0	2.0	2.75	1.299038105676658	11	36
0.562330961227417	3	0.07971155	3.6666667	0.942809	5.0	3.0	3.6666666666666665	0.9428090415820634	11	47
0.5681557655334473	4	0.00842305	2.4	0.8	4.0	2.0	2.4	0.8	12	59
0.5730900764465332	5	-0.3650727	5.5	3.5	9.0	2.0	5.5	3.5	11	70
0.5783665180206299	6	-0.057310995	2.75	0.8291562	4.0	2.0	2.75	0.82915619758885	11	81
0.585914134979248	7	-0.17467526	7.6666665	6.0184903	16.0	2.0	7.666666666666667	6.018490028422596	23	104
0.5945191383361816	8	-0.030202132	13.0	3.0	16.0	10.0	13.0	3.0	26	130
0.6002569198608398	9	-0.33888566	4.3333335	2.0548048	7.0	2.0	4.333333333333333	2.0548046676563256	13	143
0.6061036586761475	10	-0.11835667	4.3333335	2.0548048	7.0	2.0	4.333333333333333	2.0548046676563256	13	156
0.6112813949584961	11	-0.5455878	2.75	0.8291562	4.0	2.0	2.75	0.82915619758885	11	167
0.6171731948852539	12	-0.21856925	5.0	1.4142135	6.0	3.0	5.0	1.4142135623730951	15	182
0.6241371631622314	13	0.04767747	6.6666665	3.2998316	11.0	3.0	6.666666666666667	3.2998316455372216	20	202
0.6297612190246582	14	0.14671968	5.5	0.5	6.0	5.0	5.5	0.5	11	213
0.6353492736816406	15	-0.27392262	6.5	2.5	9.0	4.0	6.5	2.5	13	226
0.6414401531219482	16	-0.6502476	5.0	1.6329932	7.0	3.0	5.0	1.632993161855452	15	241
0.646399736404419	17	-0.47081378	3.6666667	3.091206	8.0	1.0	3.6666666666666665	3.091206165165235	11	252
0.6521432399749756	18	0.09763381	8.0	1.0	9.0	7.0	8.0	1.0	16	268
0.6576507091522217	19	0.11798736	4.6666665	0.942809	6.0	4.0	4.666666666666667	0.9428090415820634	14	282
0.6632206439971924	20	0.036931958	7.0	1.0	8.0	6.0	7.0	1.0	14	296
0.6692228317260742	21	0.056511983	9.0	1.0	10.0	8.0	9.0	1.0	18	314
0.6752583980560303	22	-0.13908142	7.5	0.5	8.0	7.0	7.5	0.5	15	329
0.680438756942749	23	0.18105452	7.0	2.0	9.0	5.0	7.0	2.0	14	343
0.6873488426208496	24	-0.068622306	10.0	0.0	10.0	10.0	10.0	0.0	20	363
0.6931376457214355	25	0.015117466	8.0	0.0	8.0	8.0	8.0	0.0	16	379
0.6999485492706299	26	-0.25563148	6.0	2.828427	8.0	2.0	6.0	2.8284271247461903	18	397
0.7048065662384033	27	-0.15047446	11.0	0.0	11.0	11.0	11.0	0.0	11	408
0.7102260589599609	28	0.14223078	7.0	4.0	11.0	3.0	7.0	4.0	14	422
0.7162714004516602	29	-0.2142246	8.0	1.0	9.0	7.0	8.0	1.0	16	438
0.7220165729522705	30	-0.09969114	15.0	0.0	15.0	15.0	15.0	0.0	15	453
