Time	Iteration	Loss	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
14.637481689453125	0	0.004187984	-276.23685	139.64127	153.71906	-593.2758	114.71060171919771	32.01529768539334	40034	40034
29.35824728012085	1	-0.006035292	-236.24567	131.39163	135.72601	-640.0796	114.53142857142858	41.7418308273167	40086	80120
43.406821966171265	2	0.0028795416	-210.45485	118.60838	133.60301	-616.37585	114.63037249283667	32.08974334043427	40006	120126
58.390055894851685	3	0.0043116864	-191.99126	116.9976	148.7482	-554.07776	116.72594752186589	53.94463847875579	40037	160163
73.38059496879578	4	0.0018068316	-178.24059	108.806625	134.64754	-534.63324	116.53488372093024	56.94100326560339	40088	200251
87.45756006240845	5	0.003609266	-168.77246	100.45005	129.43105	-443.57465	113.88352272727273	30.963148203651738	40087	240338
103.80108547210693	6	0.007869957	-157.97194	97.00223	186.375	-495.10678	120.32835820895522	89.04400858265929	40310	280648
118.07514333724976	7	0.0038963512	-159.20346	89.99474	130.83495	-512.37524	116.16811594202899	31.297277247661533	40078	320726
132.47574090957642	8	0.0033546125	-153.08548	94.72227	181.02708	-435.14774	117.5425219941349	33.69470634785655	40082	360808
147.23918986320496	9	-0.0057152016	-140.41672	90.91295	146.50911	-357.10785	122.48929663608563	39.63656424171427	40054	400862
162.31153988838196	10	-0.0019895958	-134.66011	94.61238	151.03246	-455.14566	128.43269230769232	43.72395145927479	40071	440933
178.807030916214	11	-0.008297482	-115.8047	99.26034	244.1613	-393.21143	138.719723183391	69.29697131789678	40090	481023
197.35673236846924	12	-0.005106898	-111.51086	85.88426	172.81018	-293.47614	147.1875	101.32742931696873	40035	521058
214.6938967704773	13	-0.002308835	-93.85722	106.57206	202.28659	-298.95117	157.79921259842519	76.84114813447346	40081	561139
231.34055018424988	14	-0.0032023825	-88.09601	96.96016	205.10529	-341.69736	161.3951612903226	57.56305358367649	40026	601165
252.3181450366974	15	-0.0027568464	-77.044014	104.63628	210.97531	-423.08722	181.97272727272727	122.55521643071815	40034	641199
271.88600182533264	16	-0.003322204	-77.35784	109.25749	175.92737	-428.345	196.62745098039215	101.00916494708002	40112	681311
292.51368713378906	17	0.0034320296	-74.66913	120.97287	232.38185	-490.37207	204.72448979591837	113.43705263472768	40126	721437
316.81223583221436	18	-0.005637492	-65.38749	131.26009	217.83058	-301.12317	239.81437125748502	157.8999009360761	40049	761486
347.4372329711914	19	-0.0039043818	-62.362717	131.94301	223.51527	-469.42084	279.3241379310345	210.6836780008859	40502	801988
375.0201470851898	20	-0.0036336666	-55.578243	133.93776	198.08011	-324.23172	315.88188976377955	206.68724191694065	40117	842105
404.7083990573883	21	-0.009157229	-30.530529	144.29463	223.68951	-278.63733	336.47899159663865	223.88111523826137	40041	882146
438.1249325275421	22	-0.009132018	-43.69231	143.42102	221.28424	-405.56024	370.49074074074076	268.2607388127085	40013	922159
472.70460629463196	23	-0.010389091	-16.172758	151.11926	224.98433	-529.4665	364.9818181818182	274.0200384782166	40148	962307
503.20874404907227	24	-0.01464606	-19.923098	137.00064	221.87405	-385.0992	324.85483870967744	236.18557129826985	40282	1002589
540.1911761760712	25	-0.018187359	-40.402214	125.12581	213.99884	-398.40515	408.234693877551	298.9729289847537	40007	1042596
575.3129963874817	26	-0.006877301	9.944453	136.57854	232.79883	-376.27063	368.6909090909091	274.6979083037333	40556	1083152
611.4191856384277	27	-0.006691355	18.495653	137.33243	226.58003	-466.14728	401.4950495049505	289.93763835333357	40551	1123703
650.6147773265839	28	-0.002742443	26.905455	127.57514	236.80902	-313.86075	400.7029702970297	277.6680311734352	40471	1164174
684.6374578475952	29	-0.004906842	41.514923	126.755745	226.58957	-250.18053	372.1574074074074	266.86066422722735	40193	1204367
721.3270049095154	30	-0.008946748	16.534166	122.93916	238.01944	-375.19226	426.1914893617021	288.7839241044869	40062	1244429
751.273931980133	31	-0.009647152	71.43545	121.16138	243.15791	-389.16364	330.78688524590166	198.671251210414	40356	1284785
780.5514650344849	32	-0.0053628352	74.145836	124.15162	232.2894	-286.91956	319.2936507936508	194.82519912387056	40231	1325016
810.9678373336792	33	-0.00833489	85.21376	114.95968	237.52423	-289.3727	325.5121951219512	199.84975518630733	40038	1365054
841.3094370365143	34	-0.0066593895	101.392746	108.45162	228.59915	-174.66632	331.7886178861789	194.3571121027451	40810	1405864
865.8767192363739	35	-0.0023550184	113.92491	100.50747	228.82019	-320.7983	283.07042253521126	126.48529658396718	40196	1446060
890.6231672763824	36	-0.008236002	108.59219	106.008644	239.88463	-147.25671	267.14	154.84512821956437	40071	1486131
915.4921097755432	37	-0.0077276668	127.524826	92.92505	240.55806	-107.27443	263.23026315789474	147.13292729592376	40011	1526142
940.5883791446686	38	0.00019830886	124.723946	101.46274	243.94798	-166.00214	272.3945578231293	151.9813163339507	40042	1566184
969.7423415184021	39	0.0032571496	126.98515	97.957115	243.29034	-316.5764	307.1832061068702	184.25690667352595	40241	1606425
995.4790456295013	40	0.006487976	148.61221	87.66058	240.6112	-302.32794	287.6857142857143	146.39130954467237	40276	1646701
1019.6517674922943	41	-0.0012308767	150.34291	79.70834	248.0175	-106.04189	271.56081081081084	128.4493393853459	40191	1686892
1045.6662454605103	42	-0.010040359	147.43694	79.968414	239.50894	-89.30812	280.16783216783216	163.64241187794372	40064	1726956
1074.3636553287506	43	-0.019312654	140.67337	95.00569	253.53003	-119.93286	272.31972789115645	184.77417680382558	40031	1766987
1102.5028612613678	44	-0.015170823	134.64073	98.83227	252.99461	-125.97881	268.5436241610738	187.37882825479676	40013	1807000
1132.016261100769	45	-0.024213806	115.415016	107.80446	243.61339	-114.43805	273.0405405405405	209.80257381187246	40410	1847410
1155.6595478057861	46	-0.021654148	126.22351	101.21531	226.03212	-134.43182	230.6551724137931	160.54009615434435	40134	1887544
1177.6387679576874	47	-0.0128207635	140.50479	91.969025	253.71065	-113.08194	217.04864864864865	110.04639223581931	40154	1927698
