Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.8512485027313232	0	3.08799	1.5872216	16.0	1.0	3.0879901204075333	1.5872215501819849	10002	10002
5.140681505203247	1	3.1982732	1.6619551	19.0	1.0	3.198273105212664	1.6619551363396294	10001	20003
7.394548416137695	2	3.1233604	1.612749	15.0	1.0	3.123360399750156	1.6127490818181462	10001	30004
9.615802764892578	3	3.2879684	1.8016119	15.0	1.0	3.287968441814596	1.801611854557119	10002	40006
11.830344438552856	4	3.370745	1.9182994	17.0	1.0	3.3707448601280756	1.9182992844913571	10001	50007
14.022421598434448	5	3.3919973	1.8974069	16.0	1.0	3.3919972872160056	1.89740690926002	10003	60010
16.18859338760376	6	3.547163	2.0315533	16.0	1.0	3.547163120567376	2.031553165480003	10003	70013
18.344640493392944	7	3.6391416	2.1999066	18.0	1.0	3.639141506002183	2.199906441176252	10004	80017
20.478755235671997	8	3.6989646	2.1703486	19.0	1.0	3.69896449704142	2.1703486192123735	10002	90019
22.589362859725952	9	3.8748548	2.4509585	19.0	1.0	3.8748547074777218	2.4509585905514495	10001	100020
24.707205057144165	10	3.9281225	2.4920807	20.0	1.0	3.9281225451688924	2.4920806559941684	10001	110021
26.807079553604126	11	4.042828	2.5769343	22.0	1.0	4.042828282828283	2.576934221243185	10006	120027
28.88430166244507	12	4.2968683	2.8396716	25.0	1.0	4.296868296868297	2.839671700422545	10016	130043
30.93285059928894	13	4.330736	2.8439436	23.0	1.0	4.330735930735931	2.843943800696989	10004	140047
32.97492265701294	14	4.398417	2.872016	21.0	1.0	4.398416886543536	2.872016007235793	10002	150049
35.01524615287781	15	4.645311	3.0561912	26.0	1.0	4.645311049210771	3.0561913081138483	10006	160055
37.034785747528076	16	4.743006	3.2345273	26.0	1.0	4.743006164058795	3.234527259312787	10003	170058
39.04386234283447	17	4.947082	3.4134297	32.0	1.0	4.947082096933729	3.4134297072238375	10003	180061
41.05512261390686	18	5.0210843	3.4406264	28.0	1.0	5.021084337349397	3.440626231425488	10002	190063
43.04655957221985	19	5.239267	3.6950266	30.0	1.0	5.239267015706806	3.6950267251243587	10007	200070
45.020766496658325	20	5.3895473	3.944753	31.0	1.0	5.389547413793103	3.9447529819076346	10003	210073
46.99360203742981	21	5.620225	4.1261888	30.0	1.0	5.620224719101124	4.126188756875586	10004	220077
48.93928670883179	22	5.543792	3.9895608	33.0	1.0	5.543791574279379	3.989560967128963	10001	230078
50.903406381607056	23	5.953599	4.0250835	30.0	1.0	5.953599048185604	4.0250835120351125	10008	240086
52.86286664009094	24	6.050212	4.3638806	32.0	1.0	6.050211736237144	4.363880817923229	10001	250087
54.80744695663452	25	6.201488	4.4841466	48.0	1.0	6.201487910725357	4.484146934653786	10003	260090
56.728238344192505	26	6.403711	4.568961	33.0	1.0	6.4037108125399875	4.568961074004593	10009	270099
58.64176416397095	27	6.3781886	4.5516267	32.0	1.0	6.378188775510204	4.551626619433009	10001	280100
60.577200174331665	28	6.6100464	4.810619	41.0	1.0	6.6100462656972905	4.810618851266664	10001	290101
62.513388872146606	29	6.67	4.6591597	37.0	1.0	6.67	4.6591594377813115	10005	300106
64.44529604911804	30	6.731494	4.833003	35.0	1.0	6.731493943472409	4.833002995711693	10003	310109
66.37643575668335	31	6.9355063	5.1714706	36.0	1.0	6.935506241331484	5.1714704728832	10001	320110
68.28601384162903	32	6.912293	5.03207	45.0	1.0	6.912292817679558	5.032069886207084	10009	330119
70.20223641395569	33	6.995105	5.028657	45.0	1.0	6.9951048951048955	5.028656741651855	10003	340122
72.1117045879364	34	7.0777936	4.996282	41.0	1.0	7.0777934936350775	4.996281694910127	10008	350130
74.028653383255	35	6.8453116	4.8620276	40.0	1.0	6.845311430527036	4.862027951344702	10001	360131
75.95812463760376	36	6.979065	4.7409787	31.0	1.0	6.979064898813678	4.740979015834859	10001	370132
77.87735629081726	37	7.023876	4.8281703	42.0	1.0	7.023876404494382	4.828170219670948	10002	380134
79.77501034736633	38	7.2082133	5.0913005	34.0	1.0	7.20821325648415	5.091300879555669	10005	390139
81.67442059516907	39	7.02809	4.702892	39.0	1.0	7.02808988764045	4.7028915027142855	10008	400147
83.5835747718811	40	7.3951254	4.938141	33.0	1.0	7.395125553914328	4.938140817466467	10013	410160
85.4772400856018	41	7.335044	5.1256847	42.0	1.0	7.335043988269795	5.125684626138062	10005	420165
87.38526511192322	42	7.1391864	4.8665166	35.0	1.0	7.139186295503212	4.866516478501797	10002	430167
89.30838513374329	43	7.318215	4.9859037	69.0	1.0	7.3182150694952455	4.985903790607577	10004	440171
91.2001006603241	44	7.8020263	5.447812	38.0	1.0	7.802026500389712	5.447811972282639	10010	450181
93.1038932800293	45	7.400148	4.8926735	38.0	1.0	7.400147928994083	4.892673544800106	10005	460186
95.0070288181305	46	7.457867	5.073573	33.0	1.0	7.457867263236391	5.073572761577317	10001	470187
96.88366103172302	47	7.775447	5.254524	39.0	1.0	7.775446775446776	5.2545243847367775	10007	480194
98.76298999786377	48	8.062853	5.78427	43.0	1.0	8.062852538275584	5.784269528144935	10006	490200
100.64786505699158	49	7.7951713	5.600618	55.0	1.0	7.795171339563863	5.600618155573261	10009	500209
102.52176308631897	50	8.18152	5.534675	35.0	1.0	8.181520850367948	5.534674934648903	10006	510215
104.39084839820862	51	8.394296	5.814576	42.0	1.0	8.394295302013424	5.814576193969882	10006	520221
106.27610945701599	52	8.149715	5.903927	53.0	1.0	8.149715215622457	5.903926538867412	10016	530237
