Time	Iteration	Loss	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
14.485757112503052	0	-0.0010768286	-303.1619	152.02846	133.54205	-671.09204	111.83240223463687	30.07021318589064	40036	40036
28.7015163898468	1	0.0008605809	-266.0277	143.63821	167.00673	-713.5614	109.78904109589041	27.18867391932644	40073	80109
44.30410027503967	2	0.0027634115	-260.93915	143.73138	200.50644	-675.5212	117.69411764705882	64.02715848935865	40016	120125
59.04386496543884	3	0.0050527444	-240.3114	140.34882	178.04155	-634.4433	115.31896551724138	43.03672565671887	40131	160256
73.2026515007019	4	0.0056706937	-214.89828	115.16777	188.09048	-560.1369	114.03703703703704	31.333993379050813	40027	200283
87.45944952964783	5	0.0049435943	-204.84682	116.76535	222.02997	-646.5288	117.20760233918129	33.42742248189929	40085	240368
102.22602462768555	6	0.0066885743	-195.96957	107.95364	236.11766	-509.94592	117.43695014662757	58.47584894934394	40046	280414
116.24571943283081	7	0.0069957864	-193.55269	106.01641	116.75365	-516.0303	115.44380403458213	31.1643248238316	40059	320473
130.14948892593384	8	-0.00060531835	-179.59743	108.014854	135.1624	-542.2101	113.98860398860398	32.77141562546141	40010	360483
144.716881275177	9	0.0017266019	-169.2765	95.812706	208.91412	-461.65167	118.75074183976261	57.84541618002396	40019	400502
160.169451713562	10	0.003992969	-165.50685	97.3017	199.92169	-495.61462	114.93982808022923	55.589411093826214	40114	440616
174.79801893234253	11	0.0021062498	-157.2258	102.51382	196.65234	-541.78455	117.14619883040936	57.17733494794891	40064	480680
188.79342555999756	12	-0.0013287888	-155.13055	90.93523	198.4837	-399.7202	113.43909348441926	30.023925327912682	40044	520724
202.89316248893738	13	0.007438382	-160.76564	94.26841	187.30612	-451.75702	113.78977272727273	29.791245433747843	40054	560778
217.97982335090637	14	-0.0024510208	-149.10028	86.48151	137.56972	-467.83435	114.72779369627507	57.0824352472533	40040	600818
