Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.0110077857971191	67	15.0	0.0	15.0	15.0	15.0	0.0	15	1360
1.0185596942901611	68	34.0	0.0	34.0	34.0	34.0	0.0	34	1394
1.023205280303955	69	12.0	0.0	12.0	12.0	12.0	0.0	12	1406
1.0299956798553467	70	26.0	0.0	26.0	26.0	26.0	0.0	26	1432
1.03562593460083	71	17.0	0.0	17.0	17.0	17.0	0.0	17	1449
1.0400123596191406	72	13.0	0.0	13.0	13.0	13.0	0.0	13	1462
1.0462946891784668	73	24.0	0.0	24.0	24.0	24.0	0.0	24	1486
1.0519602298736572	74	19.0	0.0	19.0	19.0	19.0	0.0	19	1505
1.0561327934265137	75	12.0	0.0	12.0	12.0	12.0	0.0	12	1517
1.0613245964050293	76	9.5	3.5	13.0	6.0	9.5	3.5	19	1536
1.068025827407837	77	24.0	0.0	24.0	24.0	24.0	0.0	24	1560
1.071976900100708	78	12.0	0.0	12.0	12.0	12.0	0.0	12	1572
1.0768396854400635	79	7.5	2.5	10.0	5.0	7.5	2.5	15	1587
1.08347487449646	80	13.5	3.5	17.0	10.0	13.5	3.5	27	1614
1.0904414653778076	81	30.0	0.0	30.0	30.0	30.0	0.0	30	1644
1.100431203842163	82	49.0	0.0	49.0	49.0	49.0	0.0	49	1693
1.1061532497406006	83	23.0	0.0	23.0	23.0	23.0	0.0	23	1716
1.112513542175293	84	28.0	0.0	28.0	28.0	28.0	0.0	28	1744
1.1177561283111572	85	22.0	0.0	22.0	22.0	22.0	0.0	22	1766
1.1264643669128418	86	19.0	11.0	30.0	8.0	19.0	11.0	38	1804
1.133655309677124	87	29.0	0.0	29.0	29.0	29.0	0.0	29	1833
1.1403706073760986	88	26.0	0.0	26.0	26.0	26.0	0.0	26	1859
1.1443893909454346	89	12.0	0.0	12.0	12.0	12.0	0.0	12	1871
1.1489319801330566	90	16.0	0.0	16.0	16.0	16.0	0.0	16	1887
1.154813528060913	91	21.0	0.0	21.0	21.0	21.0	0.0	21	1908
1.1603078842163086	92	8.5	0.5	9.0	8.0	8.5	0.5	17	1925
1.1661455631256104	93	22.0	0.0	22.0	22.0	22.0	0.0	22	1947
1.1701693534851074	94	11.0	0.0	11.0	11.0	11.0	0.0	11	1958
1.1752779483795166	95	20.0	0.0	20.0	20.0	20.0	0.0	20	1978
1.1794917583465576	96	14.0	0.0	14.0	14.0	14.0	0.0	14	1992
1.184584140777588	97	18.0	0.0	18.0	18.0	18.0	0.0	18	2010
1.1936357021331787	98	44.0	0.0	44.0	44.0	44.0	0.0	44	2054
1.2037274837493896	99	23.5	13.5	37.0	10.0	23.5	13.5	47	2101
